cord_uid,sha,source_x,title,abstract,publish_time,authors,journal
v8cgamy6,e64a2ab805fe19fae40eb382eccb7ea82a997a1d,PMC,Proteomic Analysis of Urine Exosomes Reveals Renal Tubule Response to Leptospiral Colonization in Experimentally Infected Rats,"BACKGROUND: Infectious Leptospira colonize the kidneys of reservoir (e.g. rats) and accidental hosts such as humans. The renal response to persistent leptospiral colonization, as measured by urinary protein biosignatures, has not been systematically studied. Urinary exosomes--bioactive membrane-bound nanovesicles--contain cell-state specific cargo that additively reflect formation all along the nephron. We hypothesized that Leptospira-infection will alter the content of urine exosomes, and further, that these Leptospira-induced alterations will hold clues to unravel novel pathways related to bacterial-host interactions. METHODOLOGY/PRINCIPAL FINDINGS: Exosome protein content from 24 hour urine samples of Leptospira-infected rats was compared with that of uninfected rats using SDS-PAGE and liquid chromatography/tandem mass spectrometry (LC-MS/MS). Statistical models were used to identify significantly dysregulated proteins in Leptospira-infected and uninfected rat urine exosomes. In all, 842 proteins were identified by LC-MS/MS proteomics of total rat urine and 204 proteins associated specifically with exosomes. Multivariate analysis showed that 25 proteins significantly discriminated between uninfected control and infected rats. Alanyl (membrane) aminopeptidase, also known as CD13 topped this list with the highest score, a finding we validated by Western immunoblotting. Whole urine analysis showed Tamm-Horsfall protein level reduction in the infected rat urine. Total urine and exosome proteins were significantly different in male vs. female infected rats. CONCLUSIONS: We identified exosome-associated renal tubule-specific responses to Leptospira infection in a rat chronic colonization model. Quantitative differences in infected male and female rat urine exosome proteins vs. uninfected controls suggest that urine exosome analysis identifies important differences in kidney function that may be of clinical and pathological significance.",2015-03-20,"RamachandraRao, Satish P.; Matthias, Michael A.; Mondrogon, Chanthel-Kokoy; Aghania, Eamon; Park, Cathleen; Kong, Casey; Ishaya, Michelle; Madrigal, Assael; Horng, Jennifer; Khoshaba, Roni; Bounkhoun, Anousone; Basilico, Fabrizio; De Palma, Antonella; Agresta, Anna Maria; Awdishu, Linda; Naviaux, Robert K.; Vinetz, Joseph M.; Mauri, Pierluigi",PLoS Negl Trop Dis
otqv6hzf,5a854856c9e4121c95e480efa4c1d6ec87010bcf,PMC,Using the Pathogenic and Nonpathogenic Nonhuman Primate Model for Studying Non-AIDS Comorbidities,"With the advent of antiretroviral therapy that can control virus replication below the detection levels of conventional assays, a new clinical landscape of AIDS emerged, in which non-AIDS complications prevail over AIDS-defining conditions. These comorbidities are diverse and affect multiple organs, thus resulting in cardiovascular, kidney, neurocognitive and liver disease, osteopenia/osteoporosis, and cancers. A common feature of these conditions is that they are generally associated with accelerated aging. The mechanism behind these comorbidities is chronic excessive inflammation induced by HIV infection, which persists under antiretroviral therapy. Progressive simian immunodeficiency virus (SIV) infection of nonhuman primates (NHPs) closely reproduces these comorbidities and offers a simplified system in which most of the traditional human risk factors for comorbidities (i.e., smoking, hyperlipidemia) are absent. Additionally, experimental conditions can be properly controlled during a shorter course of disease for SIV infection. As such, NHPs can be employed to characterize new paradigms of AIDS pathogenesis and to test the efficacy of interventions aimed at alleviating non-AIDS-related comorbidities.",2015-01-22,"Pandrea, Ivona; Landay, Alan; Wilson, Cara; Stock, Jennifer; Tracy, Russell; Apetrei, Cristian",Curr HIV/AIDS Rep
le1mc045,838a3d443648a5bb4fe01db63ee9396945c48cd4,PMC,The combination of decoy receptor 3 and soluble triggering receptor expressed on myeloid cells-1 for the diagnosis of nosocomial bacterial meningitis,"BACKGROUND: Early diagnosis and appropriate antibiotic treatment can significantly reduce mortality of nosocomial bacterial meningitis. However, it is a challenge for clinicians to make an accurate and rapid diagnosis of bacterial meningitis. This study aimed at determining whether combined biomarkers can provide a useful tool for the diagnosis of bacterial meningitis. METHODS: A retrospective study was carried out. Cerebrospinal fluid (CSF) levels of decoy receptor 3 (DcR3) and soluble triggering receptor expressed on myeloid cells-1 (sTREM-1) were detected by enzyme-linked immunosorbent assay (ELISA). RESULTS: The patients with bacterial meningitis had significantly elevated levels of the above mentioned biomarkers. The two biomarkers were all risk factors with bacterial meningitis. The biomarkers were constructed into a “bioscore”. The discriminative performance of the bioscore was better than that of each biomarker, with an area under the receiver operating characteristic (ROC) curve (AUC) of 0.842 (95% confidence intervals (CI) 0.770–0.914; p< 0.001). CONCLUSIONS: Combined measurement of CSF DcR3 and sTREM-1 concentrations improved the prediction of nosocomial bacterial meningitis. The combined strategy is of interest and the validation of that improvement needs further studies.",2015-03-23,"Liu, Yong-Juan; Shao, Li-Hua; Zhang, Jian; Fu, Shan-Ji; Wang, Gang; Chen, Feng-Zhe; Zheng, Feng; Ma, Rui-Ping; Liu, Hai-Hong; Dong, Xiao-Meng; Ma, Li-Xian",Ann Clin Microbiol Antimicrob
1qtqergw,fff3678cfe3ce7a9ccae1e7becf17d5d71d1b54a,PMC,Gaining Insights into the Codon Usage Patterns of TP53 Gene across Eight Mammalian Species,"TP53 gene is known as the “guardian of the genome” as it plays a vital role in regulating cell cycle, cell proliferation, DNA damage repair, initiation of programmed cell death and suppressing tumor growth. Non uniform usage of synonymous codons for a specific amino acid during translation of protein known as codon usage bias (CUB) is a unique property of the genome and shows species specific deviation. Analysis of codon usage bias with compositional dynamics of coding sequences has contributed to the better understanding of the molecular mechanism and the evolution of a particular gene. In this study, the complete nucleotide coding sequences of TP53 gene from eight different mammalian species were used for CUB analysis. Our results showed that the codon usage patterns in TP53 gene across different mammalian species has been influenced by GC bias particularly GC(3) and a moderate bias exists in the codon usage of TP53 gene. Moreover, we observed that nature has highly favored the most over represented codon CTG for leucine amino acid but selected against the ATA codon for isoleucine in TP53 gene across all mammalian species during the course of evolution.",2015-03-25,"Mazumder, Tarikul Huda; Chakraborty, Supriyo",PLoS One
10p3mth2,b70653608d4d8838aaf1dae4e710fa03a858df43,PMC,The Highly Conserved Codon following the Slippery Sequence Supports −1 Frameshift Efficiency at the HIV-1 Frameshift Site,"HIV-1 utilises −1 programmed ribosomal frameshifting to translate structural and enzymatic domains in a defined proportion required for replication. A slippery sequence, U UUU UUA, and a stem-loop are well-defined RNA features modulating −1 frameshifting in HIV-1. The GGG glycine codon immediately following the slippery sequence (the ‘intercodon’) contributes structurally to the start of the stem-loop but has no defined role in current models of the frameshift mechanism, as slippage is inferred to occur before the intercodon has reached the ribosomal decoding site. This GGG codon is highly conserved in natural isolates of HIV. When the natural intercodon was replaced with a stop codon two different decoding molecules—eRF1 protein or a cognate suppressor tRNA—were able to access and decode the intercodon prior to −1 frameshifting. This implies significant slippage occurs when the intercodon is in the (perhaps distorted) ribosomal A site. We accommodate the influence of the intercodon in a model of frame maintenance versus frameshifting in HIV-1.",2015-03-25,"Mathew, Suneeth F.; Crowe-McAuliffe, Caillan; Graves, Ryan; Cardno, Tony S.; McKinney, Cushla; Poole, Elizabeth S.; Tate, Warren P.",PLoS One
lli45kok,e82caa8be013d4fb3dab620f0f7c1547bde01dec; 25a4a75ef24da327729afcca5080cd7f52c403e0,PMC,Transcriptional regulation of secretory capacity by bZip transcription factors,"Cells of specialized secretory organs expand their secretory pathways to accommodate the increased protein load necessary for their function. The endoplasmic reticulum (ER), the Golgi apparatus and the secretory vesicles, expand not only the membrane components but also the protein machinery required for increased protein production and transport. Increased protein load causes an ER stress response akin to the Unfolded Protein Response (UPR). Recent work has implicated several bZip transcription factors in the regulation of protein components of the early secretory pathway necessary to alleviate this stress. Here, we highlight eight bZip transcription factors in regulating secretory pathway component genes. These include components of the three canonical branches of the UPR-ATF4, XBP1, and ATF6, as well as the five members of the Creb3 family of transcription factors.We review findings from both invertebrate and vertebrate model systems suggesting that all of these proteins increase secretory capacity in response to increased protein load. Finally, we propose that the Creb3 family of factors may have a dual role in secretory cell differentiation by also regulating the pathways necessary for cell cycle exit during terminal differentiation. ELECTRONIC SUPPLEMENTARY MATERIAL: Supplementary material is available for this article at 10.1007/s11515-014-1338-7 and is accessible for authorized users.",2014-11-17,"Fox, Rebecca M.; Andrew, Deborah J.",Front Biol (Beijing)
6c6cw80p,3faebf3f78e4b42abd134372119fde0ed298fa4b,PMC,Cleavage of Dicer Protein by I7 Protease during Vaccinia Virus Infection,"Dicer is the key component in the miRNA pathway. Degradation of Dicer protein is facilitated during vaccinia virus (VV) infection. A C-terminal cleaved product of Dicer protein was detected in the presence of MG132 during VV infection. Thus, it is possible that Dicer protein is cleaved by a viral protease followed by proteasome degradation of the cleaved product. There is a potential I7 protease cleavage site in the C-terminus of Dicer protein. Indeed, reduction of Dicer protein was detected when Dicer was co-expressed with I7 protease but not with an I7 protease mutant protein lack of the protease activity. Mutation of the potential I7 cleavage site in the C-terminus of Dicer protein resisted its degradation during VV infection. Furthermore, Dicer protein was reduced dramatically by recombinant VV vI7Li after the induction of I7 protease. If VV could facilitate the degradation of Dicer protein, the process of miRNA should be affected by VV infection. Indeed, accumulation of precursor miR122 was detected after VV infection or I7 protease expression. Reduction of miR122 would result in the suppression of HCV sub-genomic RNA replication, and, in turn, the amount of viral proteins. As expected, significant reduction of HCVNS5A protein was detected after VV infection and I7 protease expression. Therefore, our results suggest that VV could cleave Dicer protein through I7 protease to facilitate Dicer degradation, and in turn, suppress the processing of miRNAs. Effect of Dicer protein on VV replication was also studied. Exogenous expression of Dicer protein suppresses VV replication slightly while knockdown of Dicer protein does not affect VV replication significantly.",2015-03-27,"Chen, Jhih-Si; Li, Hui-Chun; Lin, Shu-I; Yang, Chee-Hing; Chien, Wan-Yu; Syu, Ciao-Ling; Lo, Shih-Yen",PLoS One
5w7cubqo,da445fcbe5ce291f6749c02784523b331c64baf1; e7225a44e3ba71ff67dae1b7dcdaba98dbe4e22b,PMC,"Candidate New Rotavirus Species in Sheltered Dogs, Hungary","We identified unusual rotavirus strains in fecal specimens from sheltered dogs in Hungary by viral metagenomics. The novel rotavirus species displayed limited genome sequence homology to representatives of the 8 rotavirus species, A–H, and qualifies as a candidate new rotavirus species that we tentatively named Rotavirus I.",2015-04-03,"Mihalov-Kovács, Eszter; Gellért, Ákos; Marton, Szilvia; Farkas, Szilvia L.; Fehér, Enikő; Oldal, Miklós; Jakab, Ferenc; Martella, Vito; Bányai, Krisztián",Emerg Infect Dis
wuu713l2,a007977dad90a07b3beb9f689e3be8b3f7d2a7f6,PMC,Advanced Molecular Surveillance of Hepatitis C Virus,"Hepatitis C virus (HCV) infection is an important public health problem worldwide. HCV exploits complex molecular mechanisms, which result in a high degree of intrahost genetic heterogeneity. This high degree of variability represents a challenge for the accurate establishment of genetic relatedness between cases and complicates the identification of sources of infection. Tracking HCV infections is crucial for the elucidation of routes of transmission in a variety of settings. Therefore, implementation of HCV advanced molecular surveillance (AMS) is essential for disease control. Accounting for virulence is also important for HCV AMS and both viral and host factors contribute to the disease outcome. Therefore, HCV AMS requires the incorporation of host factors as an integral component of the algorithms used to monitor disease occurrence. Importantly, implementation of comprehensive global databases and data mining are also needed for the proper study of the mechanisms responsible for HCV transmission. Here, we review molecular aspects associated with HCV transmission, as well as the most recent technological advances used for virus and host characterization. Additionally, the cornerstone discoveries that have defined the pathway for viral characterization are presented and the importance of implementing advanced HCV molecular surveillance is highlighted.",2015-03-13,"Gonçalves Rossi, Livia Maria; Escobar-Gutierrez, Alejandro; Rahal, Paula",Viruses
hxw6z7g8,75ad8fc2d398fb3440035eb1a565b060c7ce3a04,PMC,Both ERK1 and ERK2 Are Required for Enterovirus 71 (EV71) Efficient Replication,"It has been demonstrated that MEK1, one of the two MEK isoforms in Raf-MEK-ERK1/2 pathway, is essential for successful EV71 propagation. However, the distinct function of ERK1 and ERK2 isoforms, the downstream kinases of MEKs, remains unclear in EV71 replication. In this study, specific ERK siRNAs and selective inhibitor U0126 were applied. Silencing specific ERK did not significantly impact on the EV71-caused biphasic activation of the other ERK isoform, suggesting the EV71-induced activations of ERK1 and ERK2 were non-discriminative and independent to one another. Knockdown of either ERK1 or ERK2 markedly impaired progeny EV71 propagation (both by more than 90%), progeny viral RNA amplification (either by about 30% to 40%) and protein synthesis (both by around 70%), indicating both ERK1 and ERK2 were critical and not interchangeable to EV71 propagation. Moreover, suppression of EV71 replication by inhibiting both early and late phases of ERK1/2 activation showed no significant difference from that of only blocking the late phase, supporting the late phase activation was more importantly responsible for EV71 life cycle. Taken together, this study for the first time identified both ERK1 and ERK2 were required for EV71 efficient replication and further verified the important role of MEK1-ERK1/2 in EV71 replication.",2015-03-20,"Zhu, Meng; Duan, Hao; Gao, Meng; Zhang, Hao; Peng, Yihong",Viruses
4ic2in3i,b5ac1d6f75cea098965bf8e6cfe492b1fab346c6,PMC,Molecular characterization and phylogenetic analysis of transmissible gastroenteritis virus HX strain isolated from China,"BACKGROUND: Porcine transmissible gastroenteritis virus (TGEV) is the major etiological agent of viral enteritis and severe diarrhea in suckling piglets. In China, TGEV has caused great economic losses, but its role in epidemic diarrhea is unclear. This study aims to reveal the etiological role of TGEV in piglet diarrhea via molecular characterization and phylogenetic analysis. RESULTS: A TGEV-HX strain was isolated from China, and its complete genome was amplified, cloned, and sequenced. Sequence analysis indicated that it was conserved in the 5′ and 3′-non-translated regions, and there were no insertions or deletions in nonstructural genes, such as ORF1a, ORF1b, ORF3a, ORF3b, and ORF7, as well as in genes encoding structural proteins, such as the envelope (E), membrane (M), and nucleoprotein (N) proteins. Furthermore, the phylogenetic analysis indicated that the TGEV-HX strain was more similar to the TGEV Purdue cluster than to the Miller cluster. CONCLUSIONS: The present study described the isolation and genetic characterization of a TGEV-HX strain. The detailed analysis of the genetic variation of TGEVs in China provides essential information for further understanding the evolution of TGEVs.",2015-03-21,"Hu, Xiaoliang; Li, Nannan; Tian, Zhige; Yin, Xin; Qu, Liandong; Qu, Juanjuan",BMC Vet Res
7jb9qegr,4d4b94ef0c1fb8139c207f5cd7fe3037747fd551,PMC,The Placental Protein Syncytin-1 Impairs Antiviral Responses and Exaggerates Inflammatory Responses to Influenza,"BACKGROUND: Pregnancy increases susceptibility to influenza. The placenta releases an immunosuppressive endogenous retroviral protein syncytin-1. We hypothesised that exposure of peripheral monocytes (PBMCs) to syncytin-1 would impair responses to H1N1pdm09 influenza. METHODS AND FINDINGS: Recombinant syncytin-1 was produced. PBMCs from non-pregnant women (n=10) were exposed to H1N1pdm09 in the presence and absence of syncytin-1 and compared to responses of PBMCs from pregnant women (n=12). PBMCs were characterised using flow cytometry, release of interferon (IFN)-α, IFN-λ, IFN-γ, IL-10, IL-2, IL-6 and IL-1β were measured by cytometric bead array or ELISA. Exposure of PBMCs to H1N1pdm09 resulted in the release of IFN-α, (14,787 pg/mL, 95% CI 7311-22,264 pg/mL) IFN-λ (1486 pg/mL, 95% CI 756-2216 pg/mL) and IFN-γ (852 pg/mL, 95% CI 193-1511 pg/mL) after 48 hours. This was significantly impaired in pregnant women (IFN-α; p<0.0001 and IFN-λ; p<0.001). Furthermore, in the presence of syncytin-1, PBMCs demonstrated marked reductions in IFN-α and IFN-λ, while enhanced release of IL-10 as well as IL-6 and IL-1β. CONCLUSIONS: Our data indicates that a placental derived protein, syncytin-1 may be responsible for the heightened vulnerability of pregnant women to influenza.",2015-04-01,"Tolosa, Jorge M.; Parsons, Kristy S.; Hansbro, Philip M.; Smith, Roger; Wark, Peter A. B.",PLoS One
98pr8yed,d8e9ba5b8657f01d92a6da7558aa323fa9ec5539,PMC,Type I Interferon Response Is Delayed in Human Astrovirus Infections,"Type I interferon (IFN) activation and its subsequent effects are important in the response to viral infections. Here we show that human astroviruses (HAstVs), which are important agents of acute gastroenteritis in children, induce a mild and delayed IFN response upon infecting CaCo-2 cells. Although IFN-β mRNA is detected within infected cells and supernatant from infected cells show antiviral activity against the replication of other well-known IFN-sensitive viruses, these responses occur at late stages of infection once genome replication has taken place. On the other hand, HAstV replication can be partially reduced by the addition of exogenous IFN, and inhibition of IFN activation by BX795 enhances viral replication, indicating that HAstVs are IFN-sensitive viruses. Finally, different levels of IFN response were observed in cells infected with different HAstV mutants with changes in the hypervariable region of nsP1a/4, suggesting that nsP1a/4 genotype may potentially have clinical implications due to its correlation with the viral replication phenotype and the antiviral responses induced within infected cells.",2015-04-02,"Guix, Susana; Pérez-Bosque, Anna; Miró, Lluïsa; Moretó, Miquel; Bosch, Albert; Pintó, Rosa M.",PLoS One
7hgbnhqb,becb2b5961d536efc8f0a0b535aeaf7e78d3d273,PMC,Sensitivity and Specificity of a Novel Classifier for the Early Diagnosis of Dengue,"BACKGROUND: Dengue is the commonest arboviral disease of humans. An early and accurate diagnosis of dengue can support clinical management, surveillance and disease control and is central to achieving the World Health Organisation target of a 50% reduction in dengue case mortality by 2020. METHODS: 5729 children with fever of <72hrs duration were enrolled into this multicenter prospective study in southern Vietnam between 2010-2012. A composite of gold standard diagnostic tests identified 1692 dengue cases. Using statistical methods, a novel Early Dengue Classifier (EDC) was developed that used patient age, white blood cell count and platelet count to discriminate dengue cases from non-dengue cases. RESULTS: The EDC had a sensitivity of 74.8% (95%CI: 73.0-76.8%) and specificity of 76.3% (95%CI: 75.2-77.6%) for the diagnosis of dengue. As an adjunctive test alongside NS1 rapid testing, sensitivity of the composite test was 91.6% (95%CI: 90.4-92.9%). CONCLUSIONS: We demonstrate that the early diagnosis of dengue can be enhanced beyond the current standard of care using a simple evidence-based algorithm. The results should support patient management and clinical trials of specific therapies.",2015-04-02,"Tuan, Nguyen Minh; Nhan, Ho Thi; Chau, Nguyen Van Vinh; Hung, Nguyen Thanh; Tuan, Ha Manh; Tram, Ta Van; Ha, Nguyen Le Da; Loi, Phan; Quang, Han Khoi; Kien, Duong Thi Hue; Hubbard, Sonya; Chau, Tran Nguyen Bich; Wills, Bridget; Wolbers, Marcel; Simmons, Cameron P.",PLoS Negl Trop Dis
g3a9onb5,b81a921bc4d2223e69b7fddf4f1d2a3ba7622f92,PMC,Transcriptional Regulation of Chemokine Expression in Ovarian Cancer,"The increased expression of pro-inflammatory and pro-angiogenic chemokines contributes to ovarian cancer progression through the induction of tumor cell proliferation, survival, angiogenesis, and metastasis. The substantial potential of these chemokines to facilitate the progression and metastasis of ovarian cancer underscores the need for their stringent transcriptional regulation. In this Review, we highlight the key mechanisms that regulate the transcription of pro-inflammatory chemokines in ovarian cancer cells, and that have important roles in controlling ovarian cancer progression. We further discuss the potential mechanisms underlying the increased chemokine expression in drug resistance, along with our perspective for future studies.",2015-03-17,"Singha, Bipradeb; Gatla, Himavanth R.; Vancurova, Ivana",Biomolecules
3gz4dyie,48f7616ac0756fa4bcdb79fef569643b929b108e,PMC,In silico modification of oseltamivir as neuraminidase inhibitor of influenza A virus subtype H1N1,"This research focused on the modification of the functional groups of oseltamivir as neuraminidase inhibitor against influenza A virus subtype H1N1. Interactions of three of the best ligands were evaluated in the hydrated state using molecular dynamics simulation at two different temperatures. The docking result showed that AD3BF2D ligand (N-[(1S,6R)-5-amino-5-{[(2R,3S,4S)-3,4-dihydroxy-4-(hydroxymethyl) tetrahydrofuran-2-yl]oxy}-4-formylcyclohex-3-en-1-yl]acetamide-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate) had better binding energy values than standard oseltamivir. AD3BF2D had several interactions, including hydrogen bonds, with the residues in the catalytic site of neuraminidase as identified by molecular dynamics simulation. The results showed that AD3BF2D ligand can be used as a good candidate for neuraminidase inhibitor to cope with influenza A virus subtype H1N1.",2014-12-12,"Tambunan, Usman Sumo Friend; Rachmania, Rizky Archintya; Parikesit, Arli Aditya",J Biomed Res
0nb4laxz,fdd420ba12ea83c4db57fccfe77d5aad622db3c6,PMC,Analysis of Chemokines and Receptors Expression Profile in the Myelin Mutant Taiep Rat,"Taiep rat has a failure in myelination and remyelination processes leading to a state of hypomyelination throughout its life. Chemokines, which are known to play a role in inflammation, are also involved in the remyelination process. We aimed to demonstrate that remyelination-stimulating factors are altered in the brainstem of 1- and 6-month-old taiep rats. We used a Rat RT(2) Profiler PCR Array to assess mRNA expression of 84 genes coding for cytokines, chemokines, and their receptors. We also evaluated protein levels of CCL2, CCR1, CCR2, CCL5, CCR5, CCR8, CXCL1, CXCR2, CXCR4, FGF2, and VEGFA by ELISA. Sprague-Dawley rats were used as a control. PCR Array procedure showed that proinflammatory cytokines were not upregulated in the taiep rat. In contrast, some mRNA levels of beta and alpha chemokines were upregulated in 1-month-old rats, but CXCR4 was downregulated at their 6 months of age. ELISA results showed that CXCL1, CCL2, CCR2, CCR5, CCR8, and CXCR4 protein levels were decreased in brainstem at the age of 6 months. These results suggest the presence of a chronic neuroinflammation process with deficiency of remyelination-stimulating factors (CXCL1, CXCR2, and CXCR4), which might account for the demyelination in the taiep rat.",2015-03-25,"Soto-Rodriguez, Guadalupe; Gonzalez-Barrios, Juan-Antonio; Martinez-Fong, Daniel; Blanco-Alvarez, Victor-Manuel; Eguibar, Jose R.; Ugarte, Araceli; Martinez-Perez, Francisco; Brambila, Eduardo; Millán-Perez Peña, Lourdes; Pazos-Salazar, Nidia-Gary; Torres-Soto, Maricela; Garcia-Robles, Guadalupe; Tomas-Sanchez, Constantino; Leon-Chavez, Bertha Alicia",Oxid Med Cell Longev
xaohrtq7,f0f627b8e856fdf97cf414ac42f3536ff1a33134,PMC,Heterologous Prime-Boost Regimens with a Recombinant Chimpanzee Adenoviral Vector and Adjuvanted F4 Protein Elicit Polyfunctional HIV-1-Specific T-Cell Responses in Macaques,"HIV-1-specific CD4(+) and CD8(+) T lymphocytes are important for HIV-1 replication control. F4/AS01 consists of F4 recombinant fusion protein (containing clade B Gag/p24, Pol/RT, Nef and Gag/p17) formulated in AS01 Adjuvant System, and was shown to induce F4-specific polyfunctional CD4(+) T-cell responses in humans. While replication-incompetent recombinant HIV-1/SIV antigen-expressing human adenoviral vectors can elicit high-frequency antigen-specific CD8(+) T-cell responses, their use is hampered by widespread pre-existing immunity to human serotypes. Non-human adenovirus serotypes associated with lower prevalence may offer an alternative strategy. We evaluated the immunogenicity of AdC7-GRN (‘A’), a recombinant chimpanzee adenovirus type 7 vector expressing clade B Gag, RT and Nef, and F4/AS01 (‘P’), when delivered intramuscularly in homologous (PP or AA) and heterologous (AAPP or PPAA) prime-boost regimens, in macaques and mice. Vaccine-induced HIV-1-antigen-specific T cells in peripheral blood (macaques), liver, spleen, and intestinal and genital mucosa (mice) were characterized by intracellular cytokine staining. Vaccine-specific IgG antibodies (macaques) were detected using ELISA. In macaques, only the heterologous prime-boost regimens induced polyfunctional, persistent and balanced CD4(+) and CD8(+) T-cell responses specific to each HIV-1 vaccine antigen. AdC7-GRN priming increased the polyfunctionality of F4/AS01-induced CD4(+) T cells. Approximately 50% of AdC7-GRN-induced memory CD8(+) T cells exhibited an effector-memory phenotype. HIV-1-specific antibodies were detected with each regimen. In mice, antigen-specific CD4(+) and CD8(+) T-cell responses were detected in the mucosal and systemic anatomical compartments assessed. When administered in heterologous prime-boost regimens, AdC7-GRN and F4/AS01 candidate vaccines acted complementarily in inducing potent and persistent peripheral blood HIV-1-specific CD4(+) and CD8(+) T-cell responses and antibodies in macaques. Besides, adenoviral vector priming modulated the cytokine-expression profile of the protein-induced CD4(+) T cells. Each regimen induced HIV-1-specific T-cell responses in systemic/local tissues in mice. This suggests that prime-boost regimens combining adjuvanted protein and low-seroprevalent chimpanzee adenoviral vectors represent an attractive vaccination strategy for clinical evaluation.",2015-04-09,"Lorin, Clarisse; Vanloubbeeck, Yannick; Baudart, Sébastien; Ska, Michaël; Bayat, Babak; Brauers, Geoffroy; Clarinval, Géraldine; Donner, Marie-Noëlle; Marchand, Martine; Koutsoukos, Marguerite; Mettens, Pascal; Cohen, Joe; Voss, Gerald",PLoS One
pfdnmzx2,7ed7b23c66b9c4ad156f37619f8b88bc1c1e996b,PMC,Age-Related Onset of Obesity Corresponds with Metabolic Dysregulation and Altered Microglia Morphology in Mice Deficient for Ifitm Proteins,"The IfitmDel mouse lacks all five of the Ifitm genes via LoxP deletion. This animal breeds normally with no obvious defect in development. The IfitmDel animals exhibit a steady and significantly enhanced weight gain relative to wild-type controls beginning about three months of age and under normal feeding conditions. The increased weight corresponds with elevated fat mass, and in tolerance tests they are hyporesponsive to insulin but respond normally to glucose. Both young (4 mo) and older (12 mo) IfitmDel mice have enhanced levels of serum leptin suggesting a defect in leptin/leptin receptor signaling. Analysis of the gene expression profiles in the hypothalamus of IfitmDel animals, compared to WT, demonstrated an altered ratio of Pomc and Npy neuropeptide expression, which likely impairs the satiation response of the IfitmDel animal leading to an increased eating behavior. Also elevated in hypothalamus of IfitmDel mice were pro-inflammatory cytokine expression and reduced IL-10. Anatomical analysis of the hypothalamus using immunohistochemistry revealed that microglia exhibit an abnormal morphology in IfitmDel animals and respond abnormally to Poly:IC challenge. These abnormalities extend the phenotype of the IfitmDel mouse beyond abnormal responses to viral challenge to include a metabolic phenotype and weight gain. Further, this novel phenotype for the IfitmDel mouse could be related to abnormal neuropeptide production, inflammatory status and microglia status in the hypothalamus.",2015-04-09,"Wee, Yin Shen; Weis, Janis J.; Gahring, Lorise C.; Rogers, Scott W.; Weis, John H.",PLoS One
6elmzcfl,dd40ad3eec9f455f6ab725f007eb32e852b3439c,PMC,Identification of Appropriate Reference Genes for qRT-PCR Analysis of Heat-Stressed Mammary Epithelial Cells in Riverine Buffaloes (Bubalus bubalis),"Gene expression studies require appropriate normalization methods for proper evaluation of reference genes. To date, not many studies have been reported on the identification of suitable reference genes in buffaloes. The present study was undertaken to determine the panel of suitable reference genes in heat-stressed buffalo mammary epithelial cells (MECs). Briefly, MEC culture from buffalo mammary gland was exposed to 42 °C for one hour and subsequently allowed to recover at 37 °C for different time intervals (from 30 m to 48 h). Three different algorithms, geNorm, NormFinder, and BestKeeper softwares, were used to evaluate the stability of 16 potential reference genes from different functional classes. Our data identified RPL4, EEF1A1, and RPS23 genes to be the most appropriate reference genes that could be utilized for normalization of qPCR data in heat-stressed buffalo MECs.",2013-01-28,"Kapila, Neha; Kishore, Amit; Sodhi, Monika; Sharma, Ankita; Kumar, Pawan; Mohanty, A. K.; Jerath, Tanushri; Mukesh, M.",ISRN Biotechnol
tsuz3j40,e2de7af2f055e3cf79556848d5b6aa2d27c4b97d,PMC,Antiviral Activity and Possible Mechanism of Action of Constituents Identified in Paeonia lactiflora Root toward Human Rhinoviruses,"Human rhinoviruses (HRVs) are responsible for more than half of all cases of the common cold and cost billions of USD annually in medical visits and missed school and work. An assessment was made of the antiviral activities and mechanisms of action of paeonol (PA) and 1,2,3,4,6-penta-O-galloyl-β-D-glucopyranose (PGG) from Paeonia lactiflora root toward HRV-2 and HRV-4 in MRC5 cells using a tetrazolium method and real-time quantitative reverse transcription polymerase chain reaction and enzyme-linked immunosorbent assay. Results were compared with those of a reference control ribavirin. Based on 50% inhibitory concentration values, PGG was 13.4 and 18.0 times more active toward HRV-2 (17.89 μM) and HRV-4 (17.33 μM) in MRC5 cells, respectively, than ribavirin. The constituents had relatively high selective index values (3.3–>8.5). The 100 μg/mL PA and 20 μg/mL PGG did not interact with the HRV-4 particles. These constituents inhibited HRV-4 infection only when they were added during the virus inoculation (0 h), the adsorption period of HRVs, but not after 1 h or later. Moreover, the RNA replication levels of HRVs were remarkably reduced in the MRC5 cultures treated with these constituents. These findings suggest that PGG and PA may block or reduce the entry of the viruses into the cells to protect the cells from the virus destruction and abate virus replication, which may play an important role in interfering with expressions of rhinovirus receptors (intercellular adhesion molecule-1 and low-density lipoprotein receptor), inflammatory cytokines (interleukin (IL)-6, IL-8, tumor necrosis factor, interferon beta, and IL-1β), and Toll-like receptor, which resulted in diminishing symptoms induced by HRV. Global efforts to reduce the level of synthetic drugs justify further studies on P. lactiflora root-derived materials as potential anti-HRV products or lead molecules for the prevention or treatment of HRV.",2015-04-10,"Ngan, Luong Thi My; Jang, Myeong Jin; Kwon, Min Jung; Ahn, Young Joon",PLoS One
